prompt,noise0,noise1,noise2,noise3,noise4,noise5,noise6,noise7,noise8,noise9,noise10,noise11,noise12,noise13,noise14,noise15,noise16,noise17,noise18,noise19,noise20,noise21,noise22,noise23,noise24,noise25,noise26,noise27,noise28,noise29,noise30,noise31,noise32,noise33,noise34,noise35,noise36,noise37,noise38,noise39,noise40,noise41,noise42,noise43,noise44,noise45,noise46,noise47,noise48,noise49
a photo of an banana ,4.813764572143555,5.11865758895874,4.953215599060059,4.943981170654297,4.8480963706970215,4.806843280792236,4.964129447937012,5.114656448364258,5.018937110900879,5.014037609100342,5.117569923400879,5.068615436553955,5.001745700836182,5.250042915344238,5.22520637512207,5.198530197143555,5.2036895751953125,5.158908843994141,5.368452548980713,5.687565326690674,5.403558254241943,5.494777202606201,5.693490028381348,5.408199787139893,5.516482353210449,5.256715297698975,4.9227142333984375,4.836616516113281,4.929426670074463,5.08941125869751,4.782656669616699,4.609875679016113,4.900576591491699,5.086740493774414,5.3887939453125,5.417204856872559,5.191686630249023,5.081714153289795,5.317087173461914,5.2993903160095215,5.046678066253662,5.0235137939453125,4.90549373626709,4.716065406799316,4.625226020812988,4.688296794891357,4.969334602355957,4.793312072753906,5.0080060958862305,5.157069206237793
captain obvious,3.384824275970459,4.013262748718262,3.8008041381835938,3.9177398681640625,5.284757614135742,5.367219924926758,5.03375244140625,4.971499443054199,4.944578170776367,5.006058692932129,5.153532028198242,5.090579509735107,5.147329807281494,5.621850490570068,5.625522613525391,5.3187360763549805,5.479696273803711,5.316682815551758,5.185917377471924,5.094476699829102,4.464635848999023,4.5176920890808105,4.47957181930542,4.336040496826172,4.270143032073975,4.560417175292969,4.5404839515686035,4.703949451446533,4.328271865844727,3.7701120376586914,5.029480934143066,4.741475582122803,4.675058364868164,4.505102157592773,4.808682441711426,4.468822002410889,4.514026641845703,4.246567726135254,4.5314836502075195,4.943556785583496,4.857062816619873,5.29638147354126,5.239826679229736,5.138021469116211,5.075633525848389,4.445286750793457,4.651830196380615,4.265588283538818,4.143607139587402,4.546620845794678
" warmly lit close up studio portrait of young angry! teenage Cosmo Kramer angrily singing, impasto oil painting thick brushstrokes by Cy Twombly and Anselm Kiefer , trending on artstation dramatic lighting Expressionism",6.498919486999512,5.748978137969971,5.827023029327393,5.8449859619140625,5.9985761642456055,6.010470867156982,6.040326118469238,6.034756660461426,5.995664596557617,5.97393798828125,5.9595112800598145,5.921317100524902,5.952736854553223,5.974848747253418,5.996942043304443,6.053226947784424,6.053782939910889,6.096175193786621,6.169355392456055,6.2461395263671875,6.149784564971924,5.937527179718018,5.8495001792907715,5.632777690887451,5.483126640319824,5.629725456237793,5.7898359298706055,5.721391201019287,5.750649929046631,5.8564958572387695,5.871023178100586,5.896388053894043,5.182502269744873,5.222655296325684,5.182627201080322,5.241776466369629,5.285016059875488,5.164459705352783,5.234096527099609,5.041738986968994,5.301650524139404,5.384397983551025,5.614773273468018,5.52640962600708,4.887811183929443,5.20922327041626,5.075892448425293,4.823779582977295,5.283589839935303,5.224814414978027
illustration by mel ramos artstation hyper realistic 4 k poster ,6.556732177734375,5.954972743988037,6.107273578643799,6.1137895584106445,6.056596755981445,5.843753337860107,5.896295070648193,5.8238301277160645,5.693259239196777,5.475997447967529,5.448868274688721,5.262895107269287,5.10831880569458,4.961360931396484,5.0438232421875,5.119594097137451,5.275183200836182,5.218649864196777,5.161161422729492,4.849096775054932,4.680026531219482,4.7971320152282715,5.1741790771484375,5.260040760040283,5.551464557647705,4.919487476348877,4.839624404907227,5.361273288726807,4.683810234069824,4.374115467071533,4.6313042640686035,4.984407424926758,4.192000865936279,4.359530925750732,4.763490676879883,4.69413423538208,4.630655765533447,4.565573692321777,4.660727024078369,4.21505069732666,4.134097576141357,3.8604302406311035,4.837745666503906,3.4117650985717773,4.618838310241699,4.462014198303223,4.291598796844482,4.235795974731445,4.069354057312012,3.894524574279785
"A black hole with event horizon in the center with space around it, high detail, Junji Ito",4.929088592529297,4.8668694496154785,4.845347881317139,4.881598472595215,4.969499588012695,5.044534206390381,5.071374416351318,4.978119850158691,4.971778392791748,4.911864757537842,4.920811653137207,4.9256134033203125,4.9744038581848145,5.047807693481445,4.929901599884033,4.959020137786865,4.895552635192871,4.854986667633057,4.867738246917725,4.771858215332031,4.812732696533203,4.674594402313232,4.198929309844971,4.856518745422363,4.941837310791016,4.787773609161377,5.092350959777832,5.141927242279053,4.984107494354248,5.1672892570495605,5.6679182052612305,4.8880839347839355,4.5603928565979,5.149724006652832,4.814460277557373,5.207643508911133,5.353196144104004,5.096372604370117,4.357488632202148,4.547954082489014,5.104004859924316,4.784129619598389,4.6808648109436035,5.315149307250977,4.752443790435791,4.829986095428467,4.695724964141846,4.9562273025512695,4.816064357757568,4.49383544921875
"todd solondz, high quality high detail graphic novel of todd solondz, clear sharp face of todd solondz, night, by lucian freud and gregory crewdson and francis bacon, ",5.429762363433838,5.257793426513672,5.387192249298096,5.171547889709473,5.213113784790039,5.672286510467529,5.765056610107422,5.740118980407715,5.546232223510742,4.797354698181152,5.209653854370117,5.1269965171813965,4.74066162109375,4.891548156738281,4.99552059173584,5.076765537261963,5.252781867980957,5.49282693862915,5.459069728851318,5.297840595245361,5.364116191864014,5.443970203399658,5.7156147956848145,5.761184215545654,5.519269943237305,5.408886909484863,5.082562446594238,4.98614501953125,5.068969249725342,4.792641639709473,5.063677787780762,4.3884806632995605,4.582730770111084,4.690210819244385,4.468100070953369,4.4284772872924805,4.8235368728637695,4.238699436187744,3.5971341133117676,3.3045458793640137,3.630239486694336,4.105778694152832,4.073023319244385,3.3862953186035156,3.9874625205993652,4.740872383117676,4.561320781707764,4.451252460479736,5.110525608062744,4.740723133087158
"A photo of vladimir putin the barbarian sitting on his throne, award winning photography, sigma 85mm Lens F/1.4, perfect faces",5.786250591278076,5.255897045135498,5.273055553436279,5.262203216552734,5.171412467956543,5.278298854827881,5.469211578369141,5.4996490478515625,5.453057765960693,5.431699275970459,5.477700710296631,5.405377388000488,5.374207019805908,5.409002304077148,5.466402530670166,5.525698661804199,5.6388068199157715,5.671267509460449,5.797107219696045,5.712244033813477,5.7892231941223145,5.700389385223389,5.524440288543701,5.433621406555176,5.383625507354736,5.574762344360352,5.550282001495361,5.677759170532227,5.625879764556885,5.913671970367432,5.675590991973877,5.711578845977783,5.384289264678955,5.612734794616699,5.726778507232666,5.777685642242432,5.025040149688721,5.568985462188721,5.269304275512695,5.6716837882995605,5.508805751800537,5.406036853790283,5.1485209465026855,5.173821449279785,5.288885116577148,5.124779224395752,5.078116416931152,5.056881904602051,4.796895980834961,4.994332790374756
"Beans, what the fuck",5.00559663772583,4.733673572540283,4.885969638824463,4.86915397644043,4.922523498535156,4.968967437744141,5.176382064819336,5.070618152618408,5.154850482940674,5.10625696182251,5.130252838134766,4.859295845031738,4.858913898468018,5.089254856109619,5.136776447296143,4.939434051513672,5.045749664306641,5.00080680847168,5.110357284545898,4.980984210968018,5.113129615783691,5.111578464508057,5.166648864746094,5.414582252502441,4.78865385055542,5.646867275238037,5.407529830932617,5.026317596435547,4.548760414123535,4.287289142608643,4.062881946563721,4.991870880126953,4.949617385864258,4.1879401206970215,5.025804042816162,5.095825672149658,5.091864585876465,5.3551483154296875,4.6454572677612305,4.478042125701904,4.606166362762451,4.639784336090088,5.121368408203125,5.215024948120117,4.771564483642578,4.922015190124512,4.556736946105957,4.1256914138793945,4.028414726257324,3.8667702674865723
an object ,5.173637866973877,5.180109977722168,5.236502170562744,5.384701251983643,5.5513763427734375,5.624093055725098,5.555065631866455,5.5367865562438965,5.611435890197754,5.987107753753662,5.9011616706848145,5.852901458740234,5.8265700340271,5.6316022872924805,5.849957466125488,5.367125988006592,5.280693531036377,5.113702297210693,5.049517631530762,4.9852190017700195,4.65104866027832,4.40465784072876,5.0390849113464355,5.010743618011475,4.4249701499938965,4.685666084289551,4.694275856018066,4.504734992980957,4.794857025146484,4.352583408355713,4.429360866546631,4.434479236602783,4.579172134399414,4.137031078338623,4.9422149658203125,4.986388206481934,4.240206718444824,5.186975479125977,4.908973217010498,5.021245956420898,4.884502410888672,4.943098068237305,5.560458660125732,5.116775035858154,5.3910813331604,4.923867225646973,5.1010422706604,5.763275146484375,4.670771598815918,4.152425289154053
"oil painting portrait of brock pierce, american flag on background, cowboy style. ",6.041473865509033,6.485320568084717,6.490249156951904,6.461297035217285,6.471656322479248,6.483075141906738,6.447529315948486,6.4422993659973145,6.424294948577881,6.523473262786865,6.624502182006836,6.5664286613464355,6.6515703201293945,6.714848518371582,6.629830837249756,6.6949872970581055,6.681649684906006,6.734933376312256,6.514406204223633,6.417193412780762,6.58669376373291,6.604790210723877,6.5356597900390625,5.756997585296631,5.995650291442871,6.213642597198486,5.723293304443359,5.531925678253174,5.8222808837890625,5.461430072784424,5.514616012573242,5.407333850860596,5.8867363929748535,5.865492820739746,5.697338104248047,5.526742458343506,5.1495184898376465,5.278262615203857,5.05149507522583,5.270963668823242,4.6545538902282715,4.55403470993042,4.612785816192627,5.3951921463012695,5.041732311248779,5.142032146453857,5.502440929412842,5.210886478424072,4.7899017333984375,5.302955627441406
"portrait of darth vader in the oval office. secret service. intricate abstract. intricate artwork. by tooth wu, wlop, beeple, dan mumford. octane render, trending on artstation, greg rutkowski very coherent symmetrical artwork. cinematic, hyper realism, high detail, octane render, 8 k, iridescent accents ",6.397479057312012,5.735601425170898,6.000087261199951,5.888312816619873,5.928773403167725,5.957452297210693,5.8918328285217285,5.900332927703857,5.88640832901001,5.735718727111816,5.805914878845215,5.873008728027344,5.9525837898254395,5.798921585083008,6.00925350189209,6.066275596618652,6.047677516937256,6.059423923492432,6.066495418548584,6.005403995513916,5.754486083984375,6.037298679351807,6.003631114959717,5.779705047607422,5.866302967071533,6.07765007019043,6.071412563323975,6.025567054748535,5.9492902755737305,5.7131123542785645,5.958117485046387,5.754506587982178,5.709983825683594,4.406115531921387,5.06854772567749,5.062126159667969,4.876776218414307,4.544666767120361,4.267373561859131,4.281541347503662,4.596785545349121,4.796652793884277,4.308646202087402,4.514466762542725,4.880316734313965,4.803590297698975,4.498877048492432,4.131819725036621,4.647403717041016,5.0632452964782715
the funniest thing I've ever seen!,3.3562231063842773,1.9973162412643433,2.016528606414795,1.5890923738479614,2.1002275943756104,1.8895331621170044,2.1536011695861816,2.1040892601013184,2.059427261352539,2.650386333465576,2.40554141998291,3.0437402725219727,3.944694995880127,4.173327922821045,4.404221057891846,4.4015092849731445,4.061867713928223,4.275735378265381,4.358774662017822,4.95353889465332,4.835043907165527,4.6202311515808105,4.686628818511963,4.528451442718506,4.565279006958008,3.699850082397461,3.7490601539611816,3.656679153442383,4.741777420043945,4.576603412628174,3.1866211891174316,4.435577869415283,4.039266586303711,4.725794792175293,3.9539899826049805,4.849924564361572,4.63302755355835,4.778423309326172,4.832316875457764,4.489192962646484,4.2940473556518555,3.607654094696045,4.537464618682861,3.5492591857910156,3.8048343658447266,3.7466940879821777,3.445096015930176,3.6050634384155273,3.7781596183776855,3.5437488555908203
"portrait of a splendid sad north korean woman from scary stories to tell in the dark in ibiza, spain with pearlescent skin and cyber yellow hair stronghold in the style of chalks by andre kohn, trending on 5 0 0 px : : 5, hdr, 8 k resolution, ray traced, screen space ambient occlusion : : 2, true blue color scheme ",6.043477535247803,6.373129367828369,6.363426685333252,6.360549449920654,6.474185466766357,6.575848579406738,6.390109539031982,6.198904037475586,5.834144115447998,5.903670787811279,5.7488694190979,5.87825345993042,6.164383888244629,5.999655723571777,6.013180255889893,6.310057640075684,6.37474250793457,6.036364555358887,5.888123035430908,6.057036399841309,5.915871620178223,5.830060958862305,5.930339336395264,5.543246269226074,5.6736931800842285,5.936688423156738,5.739210605621338,5.559601306915283,5.313259601593018,5.053012371063232,5.290963172912598,5.011951446533203,4.906113147735596,4.946728229522705,5.407369136810303,5.5694580078125,5.454240798950195,5.350771427154541,4.6962890625,4.657308578491211,4.6436357498168945,4.2211103439331055,4.216635227203369,4.451970100402832,4.964249610900879,5.26979398727417,4.895425319671631,5.088738918304443,4.846203804016113,5.296810150146484
"flat primitive drawing, front view, full face, aqueduct with 4 arches ",5.211160182952881,6.0652360916137695,5.901439666748047,5.9702348709106445,6.081393718719482,6.117140293121338,6.147671699523926,6.220922946929932,6.2234978675842285,6.2059125900268555,6.2283406257629395,6.1892499923706055,6.248593330383301,6.094239234924316,6.046109676361084,6.114518642425537,6.246733665466309,6.107998847961426,6.145147800445557,6.01844596862793,5.87887716293335,5.821721076965332,5.914531230926514,5.480867862701416,5.512458324432373,5.617572784423828,5.360740661621094,5.252985000610352,5.42889404296875,5.297091960906982,5.090596675872803,5.309726715087891,5.0916056632995605,5.025515556335449,4.726728916168213,4.85302734375,5.093301773071289,5.20485782623291,4.61870813369751,5.091910362243652,4.919406414031982,5.04522180557251,4.510329246520996,4.701627254486084,4.859313488006592,4.7216291427612305,4.762884616851807,4.89858341217041,4.9867048263549805,4.831282138824463
"oil painting portrait of brock pierce, american flag on background, cowboy style. ",6.041473865509033,6.485320568084717,6.490249156951904,6.461297035217285,6.471656322479248,6.483075141906738,6.447529315948486,6.4422993659973145,6.424294948577881,6.523473262786865,6.624502182006836,6.5664286613464355,6.6515703201293945,6.714848518371582,6.629830837249756,6.6949872970581055,6.681649684906006,6.734933376312256,6.514406204223633,6.417193412780762,6.58669376373291,6.604790210723877,6.5356597900390625,5.756997585296631,5.995650291442871,6.213642597198486,5.723293304443359,5.531925678253174,5.8222808837890625,5.461430072784424,5.514616012573242,5.407333850860596,5.8867363929748535,5.865492820739746,5.697338104248047,5.526742458343506,5.1495184898376465,5.278262615203857,5.05149507522583,5.270963668823242,4.6545538902282715,4.55403470993042,4.612785816192627,5.3951921463012695,5.041732311248779,5.142032146453857,5.502440929412842,5.210886478424072,4.7899017333984375,5.302955627441406
"A photo of vladimir putin the barbarian sitting on his throne, award winning photography, sigma 85mm Lens F/1.4, perfect faces",5.786250591278076,5.255897045135498,5.273055553436279,5.262203216552734,5.171412467956543,5.278298854827881,5.469211578369141,5.4996490478515625,5.453057765960693,5.431699275970459,5.477700710296631,5.405377388000488,5.374207019805908,5.409002304077148,5.466402530670166,5.525698661804199,5.6388068199157715,5.671267509460449,5.797107219696045,5.712244033813477,5.7892231941223145,5.700389385223389,5.524440288543701,5.433621406555176,5.383625507354736,5.574762344360352,5.550282001495361,5.677759170532227,5.625879764556885,5.913671970367432,5.675590991973877,5.711578845977783,5.384289264678955,5.612734794616699,5.726778507232666,5.777685642242432,5.025040149688721,5.568985462188721,5.269304275512695,5.6716837882995605,5.508805751800537,5.406036853790283,5.1485209465026855,5.173821449279785,5.288885116577148,5.124779224395752,5.078116416931152,5.056881904602051,4.796895980834961,4.994332790374756
ascii art of george costanza frustrated by a bad donut ,4.548764228820801,4.417336940765381,4.256719589233398,4.0353217124938965,4.258862495422363,4.456676006317139,4.45661735534668,4.7970805168151855,3.8396100997924805,3.923275947570801,4.0760722160339355,4.141942977905273,4.706059455871582,3.9758639335632324,4.259923934936523,4.249638557434082,4.655520915985107,4.3751325607299805,4.150574684143066,3.294501304626465,4.541385650634766,4.679895401000977,4.164614200592041,4.821304798126221,4.934815883636475,4.000975131988525,4.242804050445557,4.56151819229126,4.180940628051758,4.6560869216918945,4.127322196960449,4.633871555328369,4.83296537399292,4.693540096282959,4.851685047149658,4.1565937995910645,3.7744646072387695,3.6519484519958496,3.639496326446533,4.341557502746582,3.9161877632141113,4.272836685180664,3.9639902114868164,4.10822868347168,4.728028297424316,4.707936763763428,4.514581680297852,4.771561622619629,4.592583179473877,4.261375427246094
illusory motion optical illusion ,4.7699198722839355,5.202998638153076,5.372394561767578,5.21823263168335,5.06358528137207,4.577810287475586,4.751644134521484,4.697070121765137,4.659343242645264,4.875339031219482,4.501332759857178,4.574501991271973,4.454367637634277,3.9676828384399414,4.316073894500732,4.473507881164551,4.576314926147461,4.266146183013916,4.2093682289123535,4.220022201538086,3.9781951904296875,4.051359176635742,4.064153671264648,4.802920818328857,5.292774677276611,5.606627464294434,5.329799652099609,5.725081443786621,5.663498401641846,5.690277099609375,5.239103317260742,5.156171798706055,4.652976036071777,4.8374457359313965,4.576236724853516,4.6615071296691895,4.437198638916016,5.110537528991699,4.925882339477539,4.891439914703369,4.710273742675781,4.946997165679932,5.136135101318359,5.068500518798828,4.4814372062683105,5.295812606811523,5.558103084564209,5.09195613861084,4.409287929534912,4.196141242980957
elon troll face ,3.9814414978027344,5.155972480773926,4.982057094573975,5.043626308441162,5.150496482849121,5.174101829528809,5.169088363647461,5.189487457275391,5.302769184112549,5.07916259765625,5.170778274536133,4.96495246887207,4.99130392074585,4.8519744873046875,4.909389495849609,4.765656471252441,5.020655632019043,5.002926826477051,5.267241477966309,5.167524814605713,4.7591729164123535,4.78291130065918,4.671945571899414,4.249297142028809,3.931565284729004,3.6812868118286133,4.525269985198975,4.414761066436768,5.12240743637085,4.225237846374512,4.563602447509766,4.624279022216797,4.223875045776367,4.650118827819824,4.165319919586182,4.340134143829346,4.249275207519531,4.660865306854248,4.625291347503662,4.588094234466553,4.561012268066406,4.372347354888916,5.062073230743408,5.049649238586426,4.91855525970459,4.74276876449585,4.380609512329102,4.34034538269043,4.256291389465332,4.443073272705078
an average human being ,3.5324668884277344,5.23663854598999,5.2041168212890625,5.319075584411621,5.576578617095947,5.602957248687744,5.558193206787109,5.445383548736572,5.425152778625488,5.326280117034912,5.413862228393555,5.392281532287598,5.544667720794678,4.989870548248291,4.643109321594238,4.882758617401123,5.109016418457031,5.092779159545898,4.0289812088012695,4.841532230377197,4.782967567443848,5.169060707092285,5.309627056121826,4.498410701751709,4.653316020965576,4.9355549812316895,4.59742546081543,5.493951797485352,5.288115978240967,4.537711143493652,4.680341720581055,4.78966760635376,4.263692378997803,4.3055243492126465,4.593034267425537,4.173494338989258,4.753166198730469,4.684317588806152,5.439209461212158,5.116582870483398,5.008993148803711,5.2486467361450195,5.176032066345215,5.393921375274658,5.517096996307373,4.829468727111816,5.17985200881958,4.685367107391357,4.8971734046936035,5.192129135131836
"A human made of pizza, digital art",5.416623115539551,5.243772506713867,5.067197322845459,4.972959995269775,5.0778374671936035,4.63228178024292,5.019434452056885,5.21184778213501,5.4740753173828125,5.331890106201172,5.421873092651367,5.31138277053833,5.222383499145508,5.291529178619385,5.444359302520752,5.248399257659912,4.908477783203125,4.635976314544678,5.183762550354004,5.487089157104492,5.673531532287598,5.9655280113220215,5.092727184295654,4.594740867614746,4.4965105056762695,4.631987571716309,4.575214862823486,5.194589614868164,4.326955318450928,4.20512056350708,4.016801834106445,4.965750217437744,4.696985721588135,4.324896335601807,4.714125633239746,4.901762962341309,4.343478202819824,4.060374736785889,3.8414673805236816,4.569644451141357,5.191342353820801,5.423946380615234,5.551924228668213,5.396327018737793,5.21990966796875,4.644918918609619,5.027354717254639,4.899570465087891,4.335658073425293,4.484365463256836
"the shape silhouette of a fluffy cat, stacked plot of radio emissions from a pulsar, abstracted light refractions and stripy interference, making up a cat isolated on black, highly detailed high resolution, silk screen t-shirt design in the style of FELIPE PANTONE 4K",5.216150760650635,5.868696689605713,5.816852569580078,5.782102108001709,5.601541519165039,5.446356773376465,5.453511714935303,5.291277885437012,5.069911479949951,5.285562992095947,5.397100448608398,6.18042516708374,5.985911846160889,5.9476423263549805,5.981266498565674,5.866588592529297,5.872886657714844,5.712517738342285,5.2076849937438965,5.480422019958496,5.499513626098633,5.340888500213623,5.683494567871094,5.799184799194336,5.6393961906433105,5.37654447555542,5.438767910003662,5.882340908050537,5.125060081481934,5.069953441619873,4.8852128982543945,4.751882553100586,5.118098735809326,5.005810737609863,4.910485744476318,4.813350200653076,5.095089435577393,4.76132345199585,4.688863754272461,4.458549499511719,4.522556781768799,4.723545551300049,5.084666728973389,4.965023994445801,4.987991809844971,4.8079915046691895,4.815430164337158,4.350398063659668,4.065199375152588,4.6983466148376465
"a fibonacci sequence, cascading. retro minimalist art by jean giraud. ",4.971253871917725,5.221911907196045,5.10711145401001,5.030920028686523,4.9494452476501465,4.961863040924072,5.05216646194458,5.314107894897461,5.470492362976074,5.417298793792725,5.348405361175537,5.408938884735107,5.4051690101623535,5.302242279052734,5.428239345550537,5.5739336013793945,5.471888065338135,5.466278076171875,5.308137893676758,5.370002269744873,5.327235221862793,4.856362342834473,5.224006175994873,5.191421031951904,5.121230125427246,5.432926177978516,5.462043762207031,5.139665603637695,4.9134416580200195,5.139548301696777,5.187143802642822,5.217355251312256,5.223242282867432,5.284056663513184,5.356978416442871,5.573032855987549,5.546412944793701,5.733916759490967,5.533412933349609,5.4373087882995605,5.011818885803223,4.975602149963379,5.012688636779785,4.675255298614502,5.234341621398926,5.2181549072265625,5.323995113372803,5.299130439758301,4.9549760818481445,5.013228893280029
"willy wonka giving a tour inside his dogfood factory, horse guillotine, dancing oompa loompas covered in blood ",5.378563404083252,2.7185378074645996,3.545283794403076,3.3194398880004883,3.485651969909668,3.2282204627990723,3.174152374267578,4.708221435546875,5.0051140785217285,4.768588066101074,4.892617702484131,4.908055305480957,4.984586715698242,4.9508256912231445,4.834176063537598,4.974430561065674,4.978734970092773,4.772336483001709,5.042839050292969,4.539494514465332,4.308295726776123,4.207232475280762,4.8086628913879395,4.555253505706787,5.14959192276001,4.619622707366943,4.484014987945557,4.7890119552612305,4.655654430389404,4.546748638153076,4.870039463043213,5.096057891845703,5.487196445465088,5.4101409912109375,5.138486385345459,4.860291481018066,4.932512283325195,5.001543045043945,4.704601287841797,4.57870626449585,4.455633163452148,4.2041473388671875,3.998206615447998,3.8035693168640137,3.909712791442871,3.93442440032959,3.9843058586120605,4.496333122253418,4.743477821350098,4.695847034454346
"beautiful mannequin sculpted out of amethyst by billelis + lit with 3 d geometric neon + facing a doorway opening with neon pink geometric fractal light + flowering hosta plants!!!, moon + city of los angeles in background!! dramatic, rule of thirds, award winning, 4 k, trending on artstation, photorealistic, volumetric lighting, octane render ",6.111955642700195,5.577699661254883,5.538879871368408,5.686464786529541,5.665390968322754,5.568851947784424,5.69749641418457,5.730898857116699,5.58325719833374,5.632118225097656,5.675976753234863,5.794335842132568,5.681508541107178,5.4577460289001465,5.60859489440918,6.086709022521973,5.768205165863037,5.900811195373535,6.17336368560791,5.800506591796875,5.755752086639404,5.891679763793945,5.7615065574646,5.586697578430176,5.407363414764404,5.491184234619141,4.744085311889648,4.716526985168457,4.984471797943115,4.96561861038208,4.925764560699463,4.940682411193848,4.883193016052246,4.219497203826904,5.003094673156738,4.91865873336792,4.94290018081665,5.049697399139404,4.129535675048828,4.988724708557129,4.423311233520508,4.044233322143555,4.5759806632995605,4.737026214599609,4.683382987976074,4.14536190032959,4.277629852294922,3.7880630493164062,3.6089859008789062,3.5868749618530273
"oil painting portrait of brock pierce, american flag on background, cowboy style. ",6.041473865509033,6.485320568084717,6.490249156951904,6.461297035217285,6.471656322479248,6.483075141906738,6.447529315948486,6.4422993659973145,6.424294948577881,6.523473262786865,6.624502182006836,6.5664286613464355,6.6515703201293945,6.714848518371582,6.629830837249756,6.6949872970581055,6.681649684906006,6.734933376312256,6.514406204223633,6.417193412780762,6.58669376373291,6.604790210723877,6.5356597900390625,5.756997585296631,5.995650291442871,6.213642597198486,5.723293304443359,5.531925678253174,5.8222808837890625,5.461430072784424,5.514616012573242,5.407333850860596,5.8867363929748535,5.865492820739746,5.697338104248047,5.526742458343506,5.1495184898376465,5.278262615203857,5.05149507522583,5.270963668823242,4.6545538902282715,4.55403470993042,4.612785816192627,5.3951921463012695,5.041732311248779,5.142032146453857,5.502440929412842,5.210886478424072,4.7899017333984375,5.302955627441406
